,ID,Title,Year,Rating,IMDb,Rotten Tomatoes,Genre,Netflix,Amazon Prime Video
4671,4672,Crime After Crime,2011,,7.6,61,Crime,0,1
7112,7113,Wrinkles,2011,,7.6,70,Comedy,0,1
10165,10166,Wrinkles,2011,,7.6,70,Drama,0,1
10360,10361,Colin & Brad: Two Man Group,2011,,7.6,39,Comedy,0,1
10771,10772,Mighty Uke,2011,,7.6,41,Documentary,0,1
11360,11361,The Destiny of Lesser Animals,2011,,7.6,35,Crime,0,1
12474,12475,Holy Man: The USA vs Douglas White,2011,,7.6,37,Documentary,0,1
20985,20986,Delhi Belly,2011,,7.6,73,Crime,1,0
22524,22525,Delhi Belly,2011,,7.6,73,Comedy,1,0
22873,22874,Delhi Belly,2011,,7.6,73,Drama,1,0
22897,22898,Delhi Belly,2011,,7.6,73,Action,1,0
22128,22129,The Willoughbys,2020,7+,6.4,76,Action,1,0
14082,14083,American Bistro,2019,18+,6.4,48,Action,0,1
20649,20650,Angel Has Fallen,2019,18+,6.4,78,Action,1,0
20918,20919,Triple Frontier,2019,18+,6.4,76,Action,1,0
21263,21264,The Angry Birds Movie 2,2019,7+,6.4,74,Action,1,0
21270,21271,Bleach,2018,13+,6.4,70,Action,1,0
21459,21460,Free Fire,2017,18+,6.4,75,Action,1,0
21623,21624,Wheelman,2017,18+,6.4,71,Action,1,0
21972,21973,The Space Between Us,2017,13+,6.4,65,Action,1,0
15552,15553,Where Love Found Me,2016,13+,6.4,34,Action,0,1
16047,16048,The Hybrids Family,2016,7+,6.4,35,Action,0,1
21794,21795,ARQ,2016,18+,6.4,68,Action,1,0
21801,21802,Batman: The Killing Joke,2016,18+,6.4,68,Action,1,0
21978,21979,Blood Father,2016,18+,6.4,76,Action,1,0
22573,22574,Message from the King,2016,18+,6.4,64,Action,1,0
5055,5056,Oddball,2015,7+,6.4,67,Action,0,1
23650,23651,Gadaar: The Traitor,2015,7+,6.4,40,Action,1,0
3384,3385,SlugTerra: Return of the Elementals,2014,7+,6.4,48,Action,0,1
22114,22115,Muppets Most Wanted,2014,7+,6.4,72,Action,1,0
22476,22477,Black Sea,2014,18+,6.4,71,Action,1,0
22490,22491,Dolphin Tale 2,2014,7+,6.4,68,Action,1,0
14427,14428,Baadshah,2013,7+,6.4,44,Action,0,1
21798,21799,Turbo,2013,7+,6.4,74,Action,1,0
3931,3932,The Baytown Outlaws,2012,18+,6.4,59,Action,0,1
21624,21625,The Lorax,2012,7+,6.4,74,Action,1,0
7035,7036,Bellflower,2011,18+,6.4,65,Action,0,1
10647,10648,17 Miracles,2011,7+,6.4,51,Action,0,1
1175,1176,My Spy,2020,13+,6.3,71,Action,0,1
7977,7978,Maria Bamford: Weakness Is the Brand,2020,,7.5,44,Comedy,0,1
584,585,Guns Akimbo,2019,18+,6.3,69,Action,0,1
595,596,7500,2019,18+,6.3,70,Action,0,1
202,203,Melody Makers,2019,,7.5,39,Documentary,0,1
5736,5737,The Invisible Vegan,2019,,7.5,39,Documentary,0,1
5765,5766,Valiant,2019,,7.5,46,Documentary,0,1
6649,6650,Jallikattu,2019,,7.5,63,Crime,0,1
13316,13317,Jallikattu,2019,,7.5,63,Action,0,1
13977,13978,Armenia Uncovered,2019,,7.5,41,Documentary,0,1
15464,15465,Got Pain?,2019,,7.5,37,Documentary,0,1
15630,15631,The Wild Ponies of Chincoteague,2019,,7.5,33,Documentary,0,1
17001,17002,Jallikattu,2019,,7.5,63,Drama,0,1
18434,18435,Ishq,2019,,7.5,47,Drama,0,1
20820,20821,The Animal People,2019,,7.5,47,Documentary,1,0
7058,7059,15 Minutes of War,2019,16+,6.3,61,Action,0,1
12347,12348,Enemy Within,2019,13+,6.3,44,Action,0,1
22254,22255,Ne Zha,2019,,7.5,64,Action,1,0
22514,22515,John Mulaney & The Sack Lunch Bunch,2019,,7.5,62,Comedy,1,0
21105,21106,Polar,2019,18+,6.3,68,Action,1,0
23808,23809,Miracle in Cell No. 7,2019,all,7.5,56,Comedy,1,0
22692,22693,Furie,2019,18+,6.3,53,Action,1,0
24052,24053,Miracle in Cell No. 7,2019,all,7.5,56,Drama,1,0
1712,1713,Unlocked,2017,18+,6.3,64,Action,0,1
2016,2017,Custody,2018,,7.5,77,Drama,0,1
6240,6241,Boiled Angels: The Trial of Mike Diana,2018,,7.5,40,Documentary,0,1
6957,6958,Olympia,2018,,7.5,36,Romance,0,1
8055,8056,Scotch: A Golden Dream,2018,,7.5,62,Documentary,0,1
9103,9104,Horn from the Heart: The Paul Butterfield Story,2018,,7.5,33,Documentary,0,1
12930,12931,Moss,2017,13+,6.3,55,Action,0,1
10123,10124,Remember the Sultana,2018,,7.5,38,Documentary,0,1
21434,21435,Bright,2017,18+,6.3,75,Action,1,0
11392,11393,The Waldheim Waltz,2018,,7.5,48,Documentary,0,1
12582,12583,Karwaan,2018,,7.5,70,Comedy,0,1
12749,12750,Karwaan,2018,,7.5,70,Action,0,1
21454,21455,The Babysitter,2017,18+,6.3,75,Action,1,0
14743,14744,The Advocates,2018,,7.5,40,Documentary,0,1
15844,15845,Karwaan,2018,,7.5,70,Drama,0,1
21456,21457,Time Trap,2017,18+,6.3,72,Action,1,0
20703,20704,We Wish You a Metal Christmas,2018,,7.5,43,Anime,1,0
20837,20838,Prosecuting Evil: The Extraordinary World of Ben Ferencz,2018,,7.5,67,Documentary,1,0
21412,21413,Burning,2018,,7.5,83,Drama,1,0
22459,22460,The Ballad of Lefty Brown,2017,18+,6.3,66,Action,1,0
21908,21909,Ayotzinapa: The Turtle's Pace,2018,,7.5,38,Documentary,1,0
22185,22186,Free Rein: The Twelve Neighs of Christmas,2018,,7.5,49,Comedy,1,0
23938,23939,Luccas Neto in: Summer Camp,2019,,nan,39,Comedy,1,0
14645,14646,Iru Mugan,2016,7+,6.3,51,Action,0,1
22564,22565,Free Rein: The Twelve Neighs of Christmas,2018,,7.5,49,Drama,1,0
24110,24111,Three Words to Forever,2018,,7.5,46,Comedy,1,0
24252,24253,We Wish You a Metal Christmas,2018,,7.5,43,Comedy,1,0
24408,24409,Three Words to Forever,2018,,7.5,46,Drama,1,0
15527,15528,Phantom Detective,2016,13+,6.3,61,Action,0,1
1363,1364,Not Black Enough,2017,,7.5,37,Documentary,0,1
4175,4176,Saving Brinton,2017,,7.5,56,Documentary,0,1
5739,5740,The Happy Film,2017,,7.5,43,Documentary,0,1
7425,7426,Wink,2017,,7.5,39,Romance,0,1
11695,11696,The Monkey and the Mouth,2017,,7.5,40,Documentary,0,1
11696,11697,Finding Joseph I: The HR from Bad Brains Documentary,2017,,7.5,42,Documentary,0,1
14482,14483,Ninnu Kori,2017,,7.5,54,Comedy,0,1
17236,17237,Aravind SA - Madrasi Da,2017,,7.5,46,Comedy,0,1
17437,17438,Taramani,2017,,7.5,46,Drama,0,1
18492,18493,Wink,2017,,7.5,39,Comedy,0,1
21458,21459,Spectral,2016,13+,6.3,74,Action,1,0
21983,21984,Triple 9,2016,18+,6.3,71,Action,1,0
22508,22509,Mike Birbiglia: Thank God for Jokes,2017,,7.5,56,Comedy,1,0
22931,22932,Bareilly's Barfi,2017,,7.5,71,Comedy,1,0
23456,23457,Mango Dreams,2017,,7.5,48,Action,1,0
23544,23545,Love You to the Stars and Back,2017,,7.5,50,Action,1,0
23834,23835,Taramani,2017,,7.5,46,Drama,1,0
24085,24086,Love You to the Stars and Back,2017,,7.5,50,Comedy,1,0
24228,24229,Mango Dreams,2017,,7.5,48,Drama,1,0
24202,24203,Uncovered,2019,,nan,40,Drama,1,0
24303,24304,Love You to the Stars and Back,2017,,7.5,50,Drama,1,0
220,221,DEATH by MetaL,2016,,7.5,42,Documentary,0,1
21984,21985,Bastille Day,2016,18+,6.3,66,Action,1,0
6234,6235,The Liberators,2016,,7.5,39,Documentary,0,1
7094,7095,Bourek,2016,,7.5,51,Comedy,0,1
7907,7908,Digimon Adventure tri. Part 2: Determination,2016,,7.5,50,Action,0,1
22356,22357,Mr. Right,2016,18+,6.3,70,Action,1,0
10107,10108,The Unwonted Sasquatch,2016,,7.5,39,Documentary,0,1
10147,10148,Bourek,2016,,7.5,51,Drama,0,1
11107,11108,Zedd: True Colors,2016,,7.5,31,Documentary,0,1
14361,14362,The Children of the Noon,2016,,7.5,29,Documentary,0,1
16530,16531,Killing Poe,2016,,7.5,42,Comedy,0,1
22374,22375,The Promise,2016,13+,6.3,75,Action,1,0
24318,24319,Fierce,2019,,nan,39,Comedy,1,0
19822,19823,The World of Us,2016,,7.5,48,Drama,0,1
9951,9952,Abandoned,2015,13+,6.3,49,Action,0,1
21197,21198,Best Worst Thing That Ever Could Have Happened...,2016,,7.5,66,Documentary,1,0
22371,22372,Cop Car,2015,18+,6.3,70,Action,1,0
2288,2289,Afflicted,2014,18+,6.3,71,Action,0,1
21561,21562,City of Joy,2016,,7.5,61,Documentary,1,0
21698,21699,City of Joy,2016,,7.5,61,Crime,1,0
22175,22176,Ali Wong: Baby Cobra,2016,,7.5,58,Comedy,1,0
9646,9647,A Little Game,2014,7+,6.3,42,Action,0,1
22719,22720,Gabriel Iglesias: I'm Sorry for What I Said When I Was Hungry,2016,,7.5,50,Comedy,1,0
22724,22725,The Distinguished Citizen,2016,,7.5,77,Comedy,1,0
22928,22929,Joe Rogan: Triggered,2016,,7.5,56,Comedy,1,0
23003,23004,The Distinguished Citizen,2016,,7.5,77,Drama,1,0
24449,24450,Banana Split,2019,,nan,15,Comedy,1,0
24194,24195,City of Joy,2016,,7.5,61,Drama,1,0
24526,24527,Rudy Habibie,2016,,7.5,51,Drama,1,0
24495,24496,She Is,2019,,nan,na,Drama,1,0
1154,1155,Heidi,2015,all,7.5,76,Action,0,1
1954,1955,Ten Billion,2015,,7.5,39,Documentary,0,1
1966,1967,Salam Neighbor,2015,,7.5,49,Documentary,0,1
4394,4395,One Crazy Thing,2015,,7.5,42,Romance,0,1
5643,5644,Dum Laga Ke Haisha,2015,,7.5,74,Comedy,0,1
8103,8104,Dum Laga Ke Haisha,2015,,7.5,74,Drama,0,1
10780,10781,Emptying the Skies,2015,,7.5,43,Documentary,0,1
11377,11378,Howard Zinn: A People's History of the United States,2015,,7.5,38,Documentary,0,1
12558,12559,Salam Neighbor,2015,,7.5,49,Action,0,1
13245,13246,The Primary Instinct,2015,,7.5,36,Drama,0,1
15510,15511,Salam Neighbor,2015,,7.5,49,Drama,0,1
17170,17171,Emptying the Skies,2015,,7.5,43,Action,0,1
17219,17220,One Crazy Thing,2015,,7.5,42,Comedy,0,1
19069,19070,Helmsman,2015,,7.5,31,Comedy,0,1
21518,21519,Why Me?,2015,,7.5,53,Crime,1,0
2840,2841,The Last Stand,2013,18+,6.3,72,Action,0,1
9296,9297,A Birder's Guide to Everything,2013,13+,6.3,64,Action,0,1
23853,23854,Why Me?,2015,,7.5,53,Drama,1,0
21963,21964,The Family,2013,18+,6.3,66,Action,1,0
22789,22790,Thor: Tales of Asgard,2011,7+,6.3,50,Action,1,0
811,812,Return of the River,2014,,7.5,35,Documentary,0,1
3077,3078,The Magic Of Mushrooms,2014,,7.5,44,Documentary,0,1
4769,4770,20.000 Days on Earth,2014,,7.5,75,Drama,0,1
6694,6695,First to Fall,2014,,7.5,35,Documentary,0,1
8953,8954,Lost Soul: The Doomed Journey of Richard Stanley's “Island of Dr. Moreau”,2014,,7.5,73,Action,0,1
8968,8969,Maidentrip,2014,,7.5,71,Action,0,1
12475,12476,Wrenched,2014,,7.5,36,Documentary,0,1
13966,13967,Storied Streets,2014,,7.5,30,Documentary,0,1
14173,14174,American Wine Story,2014,,7.5,41,Documentary,0,1
14604,14605,Return of the River,2014,,7.5,35,Drama,0,1
14658,14659,First to Fall,2014,,7.5,35,Action,0,1
14932,14933,Uyghurs: Prisoners of the Absurd,2014,,7.5,34,Documentary,0,1
18374,18375,Lies I Told My Little Sister,2014,,7.5,39,Comedy,0,1
18982,18983,First to Fall,2014,,7.5,35,Drama,0,1
20154,20155,The Savior,2014,,7.5,38,Drama,0,1
223,224,I Always Said Yes: The Many Lives of Wakefield Poole,2013,,7.5,41,Documentary,0,1
11945,11946,Faith Connections,2013,,7.5,50,Documentary,0,1
13772,13773,Tradition is a Temple: The Modern Masters of New Orleans,2013,,7.5,27,Documentary,0,1
18066,18067,Seethamma Vakitlo Sirimalle Chettu,2013,all,7.5,50,Comedy,0,1
599,600,The Silencing,2021,18+,6.2,72,Action,0,1
4740,4741,David Bowie & The Story of Ziggy Stardust,2012,,7.5,46,Documentary,0,1
5218,5219,Out in the Dark,2012,,7.5,74,Crime,0,1
3375,3376,Dino Dana: The Movie,2020,7+,6.2,40,Action,0,1
20650,20651,Spenser Confidential,2020,18+,6.2,70,Action,1,0
8779,8780,Trash Dance,2012,,7.5,57,Documentary,0,1
9453,9454,Lunch,2012,,7.5,54,Documentary,0,1
22249,22250,Lost Bullet,2020,18+,6.2,68,Action,1,0
11951,11952,Go Grandriders,2012,,7.5,59,Documentary,0,1
12456,12457,Spirit of the Pony Express,2012,,7.5,36,Documentary,0,1
15323,15324,Out in the Dark,2012,,7.5,74,Drama,0,1
15716,15717,Shackleton's Captain,2012,,7.5,49,Action,0,1
16080,16081,Trash Dance,2012,,7.5,57,Comedy,0,1
17752,17753,Go Grandriders,2012,,7.5,59,Action,0,1
0,1,Terminator: Dark Fate,2019,18+,6.2,81,Action,0,1
19755,19756,Shackleton's Captain,2012,,7.5,49,Drama,0,1
20109,20110,Lunch,2012,,7.5,54,Drama,0,1
3376,3377,Get Duked!,2019,18+,6.2,71,Action,0,1
1160,1161,Dirt,2018,13+,6.2,54,Action,0,1
22823,22824,Donald Glover: Weirdo,2012,,7.5,58,Comedy,1,0
7650,7651,Under Fire: Journalists in Combat,2011,,7.5,43,Documentary,0,1
9965,9966,Trouble Is My Business,2018,7+,6.2,67,Action,0,1
21611,21612,Burn Out,2018,18+,6.2,52,Action,1,0
10047,10048,Jeff Dunham: Controlled Chaos,2011,,7.5,57,Comedy,0,1
13251,13252,Ethos,2011,,7.5,50,Drama,0,1
16503,16504,Del Shores: My Sordid Life,2011,,7.5,33,Comedy,0,1
20804,20805,Jeff Dunham: Controlled Chaos,2011,,7.5,57,Documentary,1,0
1746,1747,6 Days,2017,18+,6.2,66,Action,0,1
23053,23054,Jeff Dunham: Controlled Chaos,2011,,7.5,57,Comedy,1,0
12552,12553,In Search of Fellini,2017,18+,6.2,63,Action,0,1
18477,18478,Ned Venture,2017,7+,6.2,33,Action,0,1
21614,21615,Trolls Holiday,2017,7+,6.2,54,Action,1,0
21797,21798,American Assassin,2017,18+,6.2,70,Action,1,0
9662,9663,Shivaay,2016,13+,6.2,57,Action,0,1
12728,12729,Kabali,2016,18+,6.2,59,Action,0,1
23240,23241,Force 2,2016,7+,6.2,55,Action,1,0
23683,23684,Needhi Singh,2016,7+,6.2,31,Action,1,0
11517,11518,A Frosty Affair,2015,16+,6.2,48,Action,0,1
22480,22481,LEGO Marvel Super Heroes: Avengers Reassembled!,2015,7+,6.2,49,Action,1,0
16029,16030,Samrat & Co.,2014,7+,6.2,41,Action,0,1
21600,21601,"As Above, So Below",2014,18+,6.2,65,Action,1,0
22112,22113,3 Days to Kill,2014,13+,6.2,67,Action,1,0
21609,21610,Hummingbird,2013,18+,6.2,68,Action,1,0
13495,13496,Billa II,2012,13+,6.2,41,Action,0,1
15886,15887,Judge Archer,2012,13+,6.2,40,Action,0,1
3944,3945,Transformers: Dark of the Moon,2011,13+,6.2,73,Action,0,1
2502,2503,Coming Home,2018,,nan,12,Documentary,0,1
20647,20648,The Lovebirds,2020,18+,6.1,70,Action,1,0
22118,22119,Rogue City,2020,13+,6.1,57,Action,1,0
22576,22577,Unknown Origins,2020,18+,6.1,58,Action,1,0
2,3,Rambo: Last Blood,2019,18+,6.1,72,Action,0,1
4,5,Crawl,2019,18+,6.1,79,Action,0,1
597,598,Dora and the Lost City of Gold,2019,7+,6.1,78,Action,0,1
20643,20644,6 Underground,2019,18+,6.1,74,Action,1,0
22489,22490,NiNoKuni,2019,16+,6.1,50,Action,1,0
604,605,Hotel Artemis,2018,18+,6.1,69,Action,0,1
1742,1743,Gringo,2018,18+,6.1,62,Action,0,1
21096,21097,Mile 22,2018,18+,6.1,67,Action,1,0
1737,1738,The Son of Bigfoot,2017,7+,6.1,67,Action,0,1
7939,7940,Nail in the Coffin: The Fall and Rise of Vampiro,2020,,7.4,61,Action,0,1
13114,13115,Icebreaker,2016,13+,6.1,48,Action,0,1
22111,22112,"Crouching Tiger, Hidden Dragon: Sword of Destiny",2016,13+,6.1,57,Action,1,0
23180,23181,One Day We'll Talk About Today,2020,,7.4,48,Drama,1,0
206,207,Artifishal,2019,,7.4,37,Documentary,0,1
227,228,Being Frank: The Chris Sievey Story,2019,,7.4,47,Documentary,0,1
4412,4413,Chandigarh Amritsar Chandigarh,2019,,7.4,42,Romance,0,1
12081,12082,Kesari,2019,,7.4,64,Action,0,1
22586,22587,Pee-wee's Big Holiday,2016,7+,6.1,67,Action,1,0
14588,14589,Kesari,2019,,7.4,64,Drama,0,1
15223,15224,Sye Raa Narasimha Reddy,2019,,7.4,64,Action,0,1
2264,2265,Kidnapping Mr. Heineken,2015,18+,6.1,52,Action,0,1
15791,15792,Railroad Ties,2019,,7.4,30,Documentary,0,1
16221,16222,Sushi by Biswa Kalyan Rath,2019,,7.4,48,Comedy,0,1
2821,2822,American Ultra,2015,18+,6.1,68,Action,0,1
17247,17248,Chandigarh Amritsar Chandigarh,2019,,7.4,42,Comedy,0,1
19470,19471,Sye Raa Narasimha Reddy,2019,,7.4,64,Drama,0,1
20123,20124,Mehandi Circus,2019,,7.4,45,Drama,0,1
20620,20621,Chandigarh Amritsar Chandigarh,2019,,7.4,42,Drama,0,1
7490,7491,Moonwalkers,2015,18+,6.1,56,Action,0,1
606,607,The Expendables 3,2014,13+,6.1,69,Action,0,1
1731,1732,Automata,2014,18+,6.1,63,Action,0,1
21551,21552,Alexis Viera: A Story of Surviving,2019,,7.4,35,Documentary,1,0
22057,22058,Carlos Almaraz: Playing With Fire,2019,,7.4,37,Documentary,1,0
24017,24018,Oh! Baby,2019,,7.4,48,Comedy,1,0
24268,24269,Oh! Baby,2019,,7.4,48,Drama,1,0
24351,24352,Mehandi Circus,2019,,7.4,45,Drama,1,0
13864,13865,Ephraim's Rescue,2013,7+,6.1,48,Action,0,1
6700,6701,Milford Graves Full Mantis,2018,,7.4,57,Documentary,0,1
6717,6718,Tough Guy: The Bob Probert Story,2018,,7.4,53,Documentary,0,1
8095,8096,Mario,2018,,7.4,72,Drama,0,1
8778,8779,Tortured for Christ,2018,,7.4,44,Documentary,0,1
9120,9121,Uncle Art,2018,,7.4,29,Documentary,0,1
12412,12413,Tc Gn: Take Care Good Night,2018,,7.4,39,Crime,0,1
13474,13475,Imaikkaa Nodigal,2018,,7.4,52,Action,0,1
14179,14180,Betty Williams: Contagious Courage,2018,,7.4,27,Documentary,0,1
7512,7513,Cowgirls n' Angels,2012,7+,6.1,48,Action,0,1
17673,17674,Kaatrin Mozhi,2018,,7.4,43,Comedy,0,1
17796,17797,Load Wedding,2018,,7.4,51,Comedy,0,1
19786,19787,The Idea of Manhood,2018,,7.4,33,Drama,0,1
9655,9656,Tai Chi Zero,2012,13+,6.1,62,Action,0,1
20816,20817,Reversing Roe,2018,,7.4,64,Documentary,1,0
21973,21974,Lockout,2012,13+,6.1,66,Action,1,0
21379,21380,I Dream of Dance,2018,,7.4,40,Documentary,1,0
21560,21561,Satan & Adam,2018,,7.4,62,Documentary,1,0
21911,21912,Camarón: The Film,2018,,7.4,42,Documentary,1,0
22484,22485,Erased,2012,18+,6.1,60,Action,1,0
22192,22193,3 Seconds Divorce,2018,,7.4,39,Documentary,1,0
2857,2858,Grave Encounters,2011,18+,6.1,69,Action,0,1
5612,5613,Violet & Daisy,2011,18+,6.1,54,Action,0,1
8657,8658,Memorial Day,2011,18+,6.1,49,Action,0,1
22885,22886,Us and Them,2018,,7.4,74,Drama,1,0
22108,22109,30 Minutes or Less,2011,16+,6.1,69,Action,1,0
23906,23907,Manto,2018,,7.4,68,Drama,1,0
24222,24223,Love for Sale,2018,,7.4,48,Drama,1,0
221,222,The Judge,2017,,7.4,45,Documentary,0,1
1988,1989,BPM (Beats per Minute),2017,all,7.4,77,Drama,0,1
4755,4756,Arcadia,2017,,7.4,46,Documentary,0,1
5772,5773,Beavers: Invasion of the End of the World,2017,,7.4,34,Documentary,0,1
7187,7188,Wildlands,2017,,7.4,39,Documentary,0,1
7624,7625,The Long Way Back: The Story of Todd Z-Man Zalkins,2017,,7.4,39,Documentary,0,1
8039,8040,Kuttram 23,2017,,7.4,51,Crime,0,1
8954,8955,Rakka,2017,,7.4,59,Action,0,1
10774,10775,No Greater Love,2017,,7.4,63,Documentary,0,1
10797,10798,Horror Movie: A Low Budget Nightmare,2017,,7.4,41,Documentary,0,1
11451,11452,What Will People Say,2017,,7.4,67,Drama,0,1
13582,13583,Freedom For The Wolf,2017,,7.4,38,Documentary,0,1
14807,14808,Kuttram 23,2017,,7.4,51,Action,0,1
15765,15766,Kenny Sebastian : Don't Be That Guy,2017,,7.4,49,Comedy,0,1
19218,19219,Loud Places,2017,,7.4,33,Drama,0,1
19713,19714,I Can I Will I Did,2017,,7.4,44,Drama,0,1
20347,20348,Clancy Once Again,2017,,7.4,38,Drama,0,1
21216,21217,Born to Be Free,2017,,7.4,35,Documentary,1,0
24068,24069,My Happy Family,2017,,7.4,72,Drama,1,0
24245,24246,Love and Shukla,2017,,7.4,44,Comedy,1,0
24504,24505,Love and Shukla,2017,,7.4,44,Drama,1,0
805,806,Can We Take a Joke?,2016,,7.4,58,Documentary,0,1
4803,4804,Heartstone,2016,,7.4,74,Drama,0,1
14671,14672,Mr. Donkey,2016,,7.4,52,Comedy,0,1
17353,17354,Lift,2016,,7.4,40,Comedy,0,1
17395,17396,3 Weeks in Yerevan,2016,,7.4,39,Comedy,0,1
18714,18715,Mr. Donkey,2016,,7.4,52,Drama,0,1
20199,20200,The Chronicles of Melanie,2016,,7.4,46,Drama,0,1
20282,20283,Dong tian li,2016,,7.4,32,Drama,0,1
20627,20628,Lift,2016,,7.4,40,Drama,0,1
20801,20802,Raman Raghav 2.0,2016,,7.4,73,Crime,1,0
20970,20971,Divines,2016,,7.4,71,Crime,1,0
22665,22666,Raman Raghav 2.0,2016,,7.4,73,Drama,1,0
22669,22670,Divines,2016,,7.4,71,Drama,1,0
24061,24062,My Mother's Wound,2016,,7.4,54,Drama,1,0
819,820,Heart Like a Hand Grenade,2015,,7.4,49,Documentary,0,1
2488,2489,Dream/Killer,2015,,7.4,54,Documentary,0,1
3611,3612,The Legend of Swee' Pea,2015,,7.4,37,Documentary,0,1
5692,5693,Dream/Killer,2015,,7.4,54,Crime,0,1
5769,5770,The Great Alone,2015,,7.4,49,Documentary,0,1
6244,6245,Knox: The Life and Legacy of Scotland's Controversial Reformer,2015,,7.4,33,Documentary,0,1
6280,6281,The Beauty Inside,2015,,7.4,70,Drama,0,1
6704,6705,Censored Voices,2015,,7.4,58,Documentary,0,1
14261,14262,The Great Alone,2015,,7.4,49,Action,0,1
14899,14900,The Father of Hockey,2015,,7.4,33,Documentary,0,1
15120,15121,SelectED,2015,,7.4,33,Documentary,0,1
15795,15796,David Suchet: In the Footsteps of Saint Peter,2015,,7.4,34,Documentary,0,1
15957,15958,Berlin Calling,2015,,7.4,36,Documentary,0,1
7424,7425,Raja Rani Raji,2018,,nan,37,Romance,0,1
16230,16231,Nick Di Paolo: Another Senseless Killing,2015,,7.4,35,Comedy,0,1
18402,18403,The Great Alone,2015,,7.4,49,Drama,0,1
21201,21202,Numero Zero: The Roots of Italian Rap,2015,,7.4,42,Documentary,1,0
21236,21237,Palm Trees in the Snow,2015,,7.4,76,Drama,1,0
21243,21244,Holding the Man,2015,,7.4,75,Drama,1,0
21400,21401,The 100 Years Show,2015,,7.4,47,Documentary,1,0
22613,22614,Demetri Martin: Live (At The Time),2015,,7.4,51,Comedy,1,0
23305,23306,Judge Singh LLB,2015,all,7.4,39,Drama,1,0
9286,9287,Sarileru Neekevvaru,2020,13+,6,51,Action,0,1
4226,4227,4 Moons,2014,,7.4,75,Drama,0,1
20656,20657,The Christmas Chronicles: Part Two,2020,7+,6,72,Action,1,0
5808,5809,Boys,2014,,7.4,67,Drama,0,1
6194,6195,Crossed the Line,2014,,7.4,39,Crime,0,1
21630,21631,Project Power,2020,18+,6,73,Action,1,0
6628,6629,Stations of the Cross,2014,,7.4,69,Comedy,0,1
23215,23216,Torbaaz,2020,18+,6,55,Action,1,0
9510,9511,Stations of the Cross,2014,,7.4,69,Drama,0,1
9801,9802,Mentor,2014,,7.4,33,Documentary,0,1
12253,12254,The Outrageous Sophie Tucker,2014,,7.4,50,Documentary,0,1
13136,13137,Crossed the Line,2014,,7.4,39,Action,0,1
21093,21094,The Wandering Earth,2019,13+,6,71,Action,1,0
16731,16732,Crossed the Line,2014,,7.4,39,Drama,0,1
18226,18227,Friends and Romans,2014,,7.4,39,Comedy,0,1
20083,20084,The President,2014,,7.4,65,Drama,0,1
20101,20102,Crossing Bridges,2014,,7.4,40,Drama,0,1
20259,20260,Mentor,2014,,7.4,33,Drama,0,1
21288,21289,Murder Mystery,2019,13+,6,70,Action,1,0
21217,21218,"The Other One: The Long, Strange Trip of Bob Weir",2014,,7.4,50,Documentary,1,0
21914,21915,Born in Gaza,2014,,7.4,37,Documentary,1,0
21264,21265,Illang: The Wolf Brigade,2018,18+,6,54,Action,1,0
8162,8163,Herbert West: Reanimator,2018,,nan,40,Horror,0,1
21278,21279,Braven,2018,18+,6,76,Action,1,0
8234,8235,Harriet and Herbert's Day at the Beach,2018,,nan,12,Romance,0,1
23231,23232,Born Racer,2018,18+,6,43,Action,1,0
21280,21281,Godzilla: Planet of the Monsters,2017,13+,6,55,Action,1,0
815,816,The Life After Death Project,2013,,7.4,40,Documentary,0,1
1368,1369,Pandora's Promise,2013,,7.4,59,Documentary,0,1
21625,21626,In a Valley of Violence,2016,18+,6,68,Action,1,0
6214,6215,When I Walk,2013,,7.4,56,Documentary,0,1
6215,6216,War on Whistleblowers: Free Press and the National Security State,2013,,7.4,53,Documentary,0,1
7631,7632,Everyday Rebellion,2013,,7.4,36,Documentary,0,1
7654,7655,Sriracha,2013,,7.4,51,Documentary,0,1
9105,9106,Pop! The Science of Bubbles,2013,,7.4,32,Documentary,0,1
11282,11283,The Ultimate Legacy,2015,7+,6,42,Action,0,1
11090,11091,Brasslands,2013,,7.4,33,Documentary,0,1
11111,11112,Robert Williams Mr. Bitchin',2013,,7.4,33,Documentary,0,1
13377,13378,Etgar Keret What Animal R U?,2013,,7.4,27,Documentary,0,1
16203,16204,The Witness,2015,13+,6,41,Action,0,1
14358,14359,Uranium Drive-In,2013,,7.4,37,Documentary,0,1
7051,7052,Night Moves,2014,18+,6,67,Action,0,1
14542,14543,The Unlikely Pilgrims,2013,,7.4,29,Documentary,0,1
15064,15065,What Would You Do for Love,2013,,7.4,41,Comedy,0,1
15202,15203,Everyday Rebellion,2013,,7.4,36,Action,0,1
2861,2862,Assault on Wall Street,2013,18+,6,57,Action,0,1
18041,18042,The Wanderers,2013,,7.4,48,Action,0,1
18045,18046,The Unlikely Pilgrims,2013,,7.4,29,Action,0,1
19418,19419,Everyday Rebellion,2013,,7.4,36,Drama,0,1
20814,20815,From One Second to the Next,2013,,7.4,49,Documentary,1,0
12575,12576,Merry In-Laws,2012,7+,6,33,Action,0,1
22843,22844,Marc Maron: Thinky Pain,2013,,7.4,52,Comedy,1,0
5587,5588,Flying Swords of Dragon Gate,2011,18+,6,61,Action,0,1
247,248,Cool Kids Don't Cry,2012,,7.4,58,Drama,0,1
